,Aggregated name,Species links,Catalogue of Fishes ID,Taxonomic standing,Eschmeyer accepted name 
fila.802,Etheostoma-cragini,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16145,16145,Valid,Etheostoma cragini
fila.803,Etheostoma-exile,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20252,20252,Valid,Etheostoma exile
fila.804,Etheostoma-flabellare,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16157,16157,Valid,Etheostoma flabellare
fila.805,Etheostoma-lugoi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64758,64758,Valid,Etheostoma lugoi
fila.806,Etheostoma-maculatum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=34064,34064,Valid,Nothonotus maculatus
fila.807,Etheostoma-microperca,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16191,16191,Valid,Etheostoma microperca
fila.808,Etheostoma-nigrum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33895,33895,Valid,Etheostoma nigrum
fila.809,Etheostoma-percnurum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62554,62554,Valid,Etheostoma percnurum
fila.810,Etheostoma-punctulatum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16216,16216,Valid,Etheostoma punctulatum
fila.811,Etheostoma-scotti,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63759,63759,Valid,Etheostoma scotti
fila.812,Etheostoma-segrex,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64759,64759,Valid,Etheostoma segrex
fila.813,Etheostoma-spectabile,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16227,16227,Valid,Etheostoma spectabile
fila.814,Etheostoma-variatum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20139,20139,Valid,Etheostoma variatum
fila.815,Etheostoma-virgatum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=52458,52458,Valid,Etheostoma virgatum
fila.816,Ethmalosa-fimbriata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59052,59052,Valid,Ethmalosa fimbriata
fila.817,Etroplus-canarensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=56267,56267,Valid,Etroplus canarensis
fila.818,Etropus-crossotus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=23663,23663,Valid,Etropus crossotus
fila.819,Eubleekeria-splendens,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21163,21163,Valid,Eubleekeria splendens
fila.820,Eucinostomus-gracilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15634,15634,Valid,Eucinostomus gracilis
fila.821,Eucinostomus-gula,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47781,47781,Valid,Eucinostomus gula
fila.822,Eucinostomus-harengulus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15637,15637,Valid,Eucinostomus harengulus
fila.823,Eucinostomus-melanopterus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15639,15639,Valid,Eucinostomus melanopterus
fila.824,Eudontomyzon-danfordi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6519,6519,Valid,Eudontomyzon danfordi
fila.825,Eudontomyzon-mariae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6443,6443,Valid,Eudontomyzon mariae
fila.826,Eudontomyzon-morii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6446,6446,Valid,Eudontomyzon morii
fila.827,Eugerres-plumieri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15631,15631,Valid,Eugerres plumieri
fila.828,Eugnathogobius-illotus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65419,65419,Valid,Eugnathogobius illotus
fila.829,Eugnathogobius-microps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21489,21489,Synonym,Eugnathogobius mas
fila.830,Eusphyra-blochii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6874,6874,Valid,Eusphyra blochii
fila.831,Eutropiichthys-vacha,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5629,5629,Valid,Eutropiichthys vacha
fila.832,Evorthodus-lyricus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18725,18725,Valid,Evorthodus lyricus
fila.833,Favonigobius-gymnauchen,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43642,43642,Valid,Favonigobius gymnauchen
fila.834,Favonigobius-reichei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18729,18729,Valid,Favonigobius reichei
fila.835,Fluvitrygon-oxyrhynchus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27235,27235,Valid,Fluvitrygon oxyrhynchus
fila.836,Fluvitrygon-signifer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8666,8666,Valid,Fluvitrygon signifer
fila.837,Forsterygion-nigripenne,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49795,49795,Valid,Forsterygion nigripenne
fila.838,Fundulus-grandis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13707,13707,Valid,Fundulus grandis
fila.839,Fundulus-sciadicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13720,13720,Valid,Fundulus sciadicus
fila.840,Galaxias-argenteus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10377,10377,Valid,Galaxias argenteus
fila.841,Galaxias-brevipinnis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10383,10383,Valid,Galaxias brevipinnis
fila.842,Galaxias-fasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10399,10399,Valid,Galaxias fasciatus
fila.843,Galaxias-maculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10408,10408,Valid,Galaxias maculatus
fila.844,Galaxias-occidentalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10428,10428,Valid,Galaxias occidentalis
fila.845,Galaxias-platei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10439,10439,Valid,Galaxias platei
fila.846,Galaxias-postvectis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10443,10443,Valid,Galaxias postvectis
fila.847,Galaxias-truttaceus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58563,58563,Valid,Galaxias truttaceus
fila.848,Galaxias-zebratus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10862,10862,Valid,Galaxias zebratus
fila.849,Galeichthys-feliceps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5509,5509,Valid,Galeichthys feliceps
fila.850,Hemichromis-fasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20228,20228,Valid,Hemichromis fasciatus
fila.851,Gambusia-affinis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13762,13762,Valid,Gambusia affinis
fila.852,Gambusia-holbrooki,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14160,14160,Valid,Gambusia holbrooki
fila.853,Gambusia-marshi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13790,13790,Valid,Gambusia marshi
fila.854,Garra-annandalei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29338,29338,Valid,Garra annandalei
fila.855,Garra-ceylonensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61293,61293,Valid,Garra ceylonensis
fila.856,Garra-dembeensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2082,2082,Valid,Garra dembeensis
fila.857,Garra-fasciacauda,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=52112,52112,Valid,Ceratogarra fasciacauda
fila.858,Garra-notata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29377,29377,Valid,Garra notata
fila.859,Garra-salweenica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29389,29389,Valid,Garra salweenica
fila.860,Gasterosteus-aculeatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14668,14668,Valid,Gasterosteus aculeatus
fila.861,Gasterosteus-nipponicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=73300,73300,Valid,Gasterosteus nipponicus
fila.862,Gasterosteus-wheatlandi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14641,14641,Valid,Gasterosteus wheatlandi
fila.863,Genidens-barbus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45682,45682,Valid,Genidens barbus
fila.864,Geophagus-brasiliensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16489,16489,Valid,Geophagus brasiliensis
fila.865,Geotria-australis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6506,6506,Valid,Geotria australis
fila.866,Geotria-macrostoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6512,6512,Valid,Geotria macrostoma
fila.867,Gerres-cinereus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15646,15646,Valid,Gerres cinereus
fila.868,Gerres-filamentosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15647,15647,Valid,Gerres filamentosus
fila.869,Gerres-limbatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35957,35957,Valid,Gerres limbatus
fila.870,Gerres-longirostris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35967,35967,Valid,Gerres longirostris
fila.871,Gerres-setifer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35988,35988,Valid,Gerres setifer
fila.872,Gerres-simillimus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35991,35991,Valid,Gerres simillimus
fila.873,Gila-cypha,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2129,2129,Valid,Gila cypha
fila.874,Gila-elegans,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2131,2131,Valid,Gila elegans
fila.875,Gila-nigra,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31039,31039,Synonym,Gila robusta
fila.876,Gila-robusta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2137,2137,Valid,Gila robusta
fila.877,Gilchristella-aestuaria,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=55878,55878,Valid,Gilchristella aestuaria
fila.878,Giuris-margaritacea,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49102,49102,Valid,Giuris margaritaceus
fila.879,Glossogobius-aureus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18730,18730,Valid,Glossogobius aureus
fila.880,Glossogobius-bicirrhosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18731,18731,Valid,Glossogobius bicirrhosus
fila.881,Glossogobius-brunnoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18733,18733,Valid,Glossogobius brunnoides
fila.882,Glossogobius-callidus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59723,59723,Valid,Glossogobius callidus
fila.883,Glossogobius-celebius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18734,18734,Valid,Glossogobius celebius
fila.884,Glossogobius-giuris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18735,18735,Valid,Glossogobius giuris
fila.885,Glossogobius-kokius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43707,43707,Valid,Glossogobius kokius
fila.886,Glossogobius-olivaceus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18736,18736,Valid,Glossogobius olivaceus
fila.887,Glyphis-gangeticus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=26379,26379,Valid,Glyphis gangeticus
fila.888,Glyphis-garricki,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70326,70326,Valid,Glyphis garricki
fila.889,Glyphis-glyphis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6882,6882,Valid,Glyphis glyphis
fila.890,Glyptothorax-fuscus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53287,53287,Valid,Glyptothorax fuscus
fila.891,Glyptothorax-telchitta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=51772,51772,Valid,Glyptothorax telchitta
fila.892,Glyptothorax-zanaensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8758,8758,Valid,Glyptothorax zanaensis
fila.893,Gnathonemus-longibarbis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9907,9907,Valid,Gnathonemus longibarbis
fila.894,Gobiesox-cephalus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13352,13352,Valid,Gobiesox cephalus
fila.895,Gobiesox-potamius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13262,13262,Valid,Gobiesox potamius
fila.896,Gobio-gobio,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19718,19718,Valid,Gobio gobio
fila.897,Gobiodon-rivulatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18747,18747,Valid,Gobiodon rivulatus
fila.898,Gobioides-broussonnetii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19973,19973,Valid,Gobioides broussonnetii
fila.899,Gobioides-sagitta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20491,20491,Valid,Gobioides sagitta
fila.900,Gobiomorphus-cotidianus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=7950,7950,Valid,Gobiomorphus cotidianus
fila.901,Gobiomorphus-coxii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21044,21044,Valid,Gobiomorphus coxii
fila.902,Gobiomorphus-gobioides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47632,47632,Valid,Gobiomorphus gobioides
fila.903,Gobiomorphus-hubbsi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18579,18579,Valid,Gobiomorphus hubbsi
fila.904,Gobiomorphus-huttoni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18580,18580,Valid,Gobiomorphus huttoni
fila.905,Gobiomorus-dormitor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19942,19942,Valid,Gobiomorus dormitor
fila.906,Gobionellus-occidentalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49957,49957,Valid,Gobionellus occidentalis
fila.907,Gobionellus-oceanicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18752,18752,Valid,Gobionellus oceanicus
fila.908,Gobiopsis-macrostoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48952,48952,Valid,Gobiopsis macrostomus
fila.909,Gobiopterus-chuno,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=46435,46435,Valid,Gobiopterus chuno
fila.910,Gobiosoma-bosc,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45932,45932,Valid,Gobiosoma bosc
fila.911,Gobius-paganellus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18826,18826,Valid,Gobius paganellus
